Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadChainsaw:8300, oredict.toolHeadChainsawDiamond.name
gregtech:gt.meta.toolHeadChainsaw:8301, oredict.toolHeadChainsawEmerald.name
gregtech:gt.meta.toolHeadChainsaw:8302, oredict.toolHeadChainsawRuby.name
gregtech:gt.meta.toolHeadChainsaw:8303, oredict.toolHeadChainsawBalasRuby.name
gregtech:gt.meta.toolHeadChainsaw:8304, oredict.toolHeadChainsawSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8305, oredict.toolHeadChainsawGreenSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8306, oredict.toolHeadChainsawTopaz.name
gregtech:gt.meta.toolHeadChainsaw:8307, oredict.toolHeadChainsawBlueTopaz.name
gregtech:gt.meta.toolHeadChainsaw:8308, oredict.toolHeadChainsawTanzanite.name
gregtech:gt.meta.toolHeadChainsaw:8309, oredict.toolHeadChainsawJasper.name
gregtech:gt.meta.toolHeadChainsaw:8310, oredict.toolHeadChainsawAmber.name
gregtech:gt.meta.toolHeadChainsaw:8311, oredict.toolHeadChainsawOlivine.name
gregtech:gt.meta.toolHeadChainsaw:8312, oredict.toolHeadChainsawOpal.name
gregtech:gt.meta.toolHeadChainsaw:8313, oredict.toolHeadChainsawAmethyst.name
gregtech:gt.meta.toolHeadChainsaw:8314, oredict.toolHeadChainsawOrangeSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8315, oredict.toolHeadChainsawYellowSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8318, oredict.toolHeadChainsawEnderPearl.name
gregtech:gt.meta.toolHeadChainsaw:8319, oredict.toolHeadChainsawEnderEye.name
gregtech:gt.meta.toolHeadChainsaw:8320, oredict.toolHeadChainsawNetherStar.name
gregtech:gt.meta.toolHeadChainsaw:8321, oredict.toolHeadChainsawJade.name
gregtech:gt.meta.toolHeadChainsaw:8322, oredict.toolHeadChainsawCraponite.name
gregtech:gt.meta.toolHeadChainsaw:8323, oredict.toolHeadChainsawAquamarine.name
gregtech:gt.meta.toolHeadChainsaw:8324, oredict.toolHeadChainsawMorganite.name
gregtech:gt.meta.toolHeadChainsaw:8325, oredict.toolHeadChainsawDioptase.name
gregtech:gt.meta.toolHeadChainsaw:8326, oredict.toolHeadChainsawSpinel.name
gregtech:gt.meta.toolHeadChainsaw:8328, oredict.toolHeadChainsawBlueSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8342, oredict.toolHeadChainsawFirestone.name
gregtech:gt.meta.toolHeadChainsaw:8352, oredict.toolHeadChainsawInfusedAir.name
gregtech:gt.meta.toolHeadChainsaw:8353, oredict.toolHeadChainsawInfusedFire.name
gregtech:gt.meta.toolHeadChainsaw:8354, oredict.toolHeadChainsawInfusedEarth.name
gregtech:gt.meta.toolHeadChainsaw:8355, oredict.toolHeadChainsawInfusedWater.name
gregtech:gt.meta.toolHeadChainsaw:8356, oredict.toolHeadChainsawInfusedEntropy.name
gregtech:gt.meta.toolHeadChainsaw:8357, oredict.toolHeadChainsawInfusedOrder.name
gregtech:gt.meta.toolHeadChainsaw:8383, oredict.toolHeadChainsawPurpleSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8384, oredict.toolHeadChainsawHeliodor.name
gregtech:gt.meta.toolHeadChainsaw:8385, oredict.toolHeadChainsawGoshenite.name
gregtech:gt.meta.toolHeadChainsaw:8386, oredict.toolHeadChainsawBixbite.name
gregtech:gt.meta.toolHeadChainsaw:8387, oredict.toolHeadChainsawMaxixe.name
gregtech:gt.meta.toolHeadChainsaw:8388, oredict.toolHeadChainsawAlexandrite.name
gregtech:gt.meta.toolHeadChainsaw:8600, oredict.toolHeadChainsawElectrum.name
gregtech:gt.meta.toolHeadChainsaw:8601, oredict.toolHeadChainsawSterlingSilver.name
gregtech:gt.meta.toolHeadChainsaw:8602, oredict.toolHeadChainsawRoseGold.name
gregtech:gt.meta.toolHeadChainsaw:8603, oredict.toolHeadChainsawAngmallen.name
gregtech:gt.meta.toolHeadChainsaw:8606, oredict.toolHeadChainsawGildedIron.name
gregtech:gt.meta.toolHeadChainsaw:8610, oredict.toolHeadChainsawBronze.name
gregtech:gt.meta.toolHeadChainsaw:8611, oredict.toolHeadChainsawBlackBronze.name
gregtech:gt.meta.toolHeadChainsaw:8612, oredict.toolHeadChainsawBismuthBronze.name
gregtech:gt.meta.toolHeadChainsaw:8613, oredict.toolHeadChainsawHepatizon.name
gregtech:gt.meta.toolHeadChainsaw:8620, oredict.toolHeadChainsawBrass.name
gregtech:gt.meta.toolHeadChainsaw:8621, oredict.toolHeadChainsawCobaltBrass.name
gregtech:gt.meta.toolHeadChainsaw:8630, oredict.toolHeadChainsawSteel.name
gregtech:gt.meta.toolHeadChainsaw:8631, oredict.toolHeadChainsawBlackSteel.name
gregtech:gt.meta.toolHeadChainsaw:8632, oredict.toolHeadChainsawRedSteel.name
gregtech:gt.meta.toolHeadChainsaw:8633, oredict.toolHeadChainsawBlueSteel.name
gregtech:gt.meta.toolHeadChainsaw:8634, oredict.toolHeadChainsawDamascusSteel.name
gregtech:gt.meta.toolHeadChainsaw:8635, oredict.toolHeadChainsawTungstensteel.name
gregtech:gt.meta.toolHeadChainsaw:8636, oredict.toolHeadChainsawStainlessSteel.name
gregtech:gt.meta.toolHeadChainsaw:8638, oredict.toolHeadChainsawTungstenCarbide.name
gregtech:gt.meta.toolHeadChainsaw:8640, oredict.toolHeadChainsawAnnealedCopper.name
gregtech:gt.meta.toolHeadChainsaw:8642, oredict.toolHeadChainsawPigIron.name
gregtech:gt.meta.toolHeadChainsaw:8643, oredict.toolHeadChainsawWroughtIron.name
gregtech:gt.meta.toolHeadChainsaw:8644, oredict.toolHeadChainsawIronCompressed.name
gregtech:gt.meta.toolHeadChainsaw:8645, oredict.toolHeadChainsawIronMagnetic.name
gregtech:gt.meta.toolHeadChainsaw:8646, oredict.toolHeadChainsawSteelMagnetic.name
gregtech:gt.meta.toolHeadChainsaw:8647, oredict.toolHeadChainsawNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadChainsaw:8649, oredict.toolHeadChainsawMeteoricIron.name
gregtech:gt.meta.toolHeadChainsaw:8650, oredict.toolHeadChainsawMeteoricSteel.name
gregtech:gt.meta.toolHeadChainsaw:8651, oredict.toolHeadChainsawSteelGalvanized.name
gregtech:gt.meta.toolHeadChainsaw:8653, oredict.toolHeadChainsawVanadiumSteel.name
gregtech:gt.meta.toolHeadChainsaw:8661, oredict.toolHeadChainsawInvar.name
gregtech:gt.meta.toolHeadChainsaw:8662, oredict.toolHeadChainsawConstantan.name
gregtech:gt.meta.toolHeadChainsaw:8663, oredict.toolHeadChainsawNichrome.name
gregtech:gt.meta.toolHeadChainsaw:8664, oredict.toolHeadChainsawKanthal.name
gregtech:gt.meta.toolHeadChainsaw:8665, oredict.toolHeadChainsawMagnalium.name
gregtech:gt.meta.toolHeadChainsaw:8666, oredict.toolHeadChainsawUltimet.name
gregtech:gt.meta.toolHeadChainsaw:8667, oredict.toolHeadChainsawTinAlloy.name
gregtech:gt.meta.toolHeadChainsaw:8672, oredict.toolHeadChainsawIronWood.name
gregtech:gt.meta.toolHeadChainsaw:8673, oredict.toolHeadChainsawSteeleaf.name
gregtech:gt.meta.toolHeadChainsaw:8676, oredict.toolHeadChainsawAstralSilver.name
gregtech:gt.meta.toolHeadChainsaw:8677, oredict.toolHeadChainsawMidasium.name
gregtech:gt.meta.toolHeadChainsaw:8678, oredict.toolHeadChainsawMithril.name
gregtech:gt.meta.toolHeadChainsaw:8679, oredict.toolHeadChainsawThaumium.name
gregtech:gt.meta.toolHeadChainsaw:8681, oredict.toolHeadChainsawVoidMetal.name
gregtech:gt.meta.toolHeadChainsaw:8682, oredict.toolHeadChainsawOsmiridium.name
gregtech:gt.meta.toolHeadChainsaw:8684, oredict.toolHeadChainsawTrinaquadalloy.name
gregtech:gt.meta.toolHeadChainsaw:8685, oredict.toolHeadChainsawChromiumDioxide.name
gregtech:gt.meta.toolHeadChainsaw:8700, oredict.toolHeadChainsawAluminiumBrass.name
gregtech:gt.meta.toolHeadChainsaw:8702, oredict.toolHeadChainsawAlumite.name
gregtech:gt.meta.toolHeadChainsaw:8710, oredict.toolHeadChainsawEnderium.name
gregtech:gt.meta.toolHeadChainsaw:8711, oredict.toolHeadChainsawElectrumFlux.name
gregtech:gt.meta.toolHeadChainsaw:8725, oredict.toolHeadChainsawPulsatingIron.name
gregtech:gt.meta.toolHeadChainsaw:8726, oredict.toolHeadChainsawVibrantAlloy.name
gregtech:gt.meta.toolHeadChainsaw:8727, oredict.toolHeadChainsawConductiveIron.name
gregtech:gt.meta.toolHeadChainsaw:8728, oredict.toolHeadChainsawEnergeticAlloy.name
gregtech:gt.meta.toolHeadChainsaw:8730, oredict.toolHeadChainsawElectricalSteel.name
gregtech:gt.meta.toolHeadChainsaw:8731, oredict.toolHeadChainsawObsidianSteel.name
gregtech:gt.meta.toolHeadChainsaw:8732, oredict.toolHeadChainsawSoularium.name
gregtech:gt.meta.toolHeadChainsaw:8734, oredict.toolHeadChainsawSpectreIron.name
gregtech:gt.meta.toolHeadChainsaw:8735, oredict.toolHeadChainsawGaiaSpirit.name
gregtech:gt.meta.toolHeadChainsaw:8736, oredict.toolHeadChainsawEndium.name
gregtech:gt.meta.toolHeadChainsaw:8750, oredict.toolHeadChainsawDesh.name
gregtech:gt.meta.toolHeadChainsaw:8751, oredict.toolHeadChainsawDuranium.name
gregtech:gt.meta.toolHeadChainsaw:8752, oredict.toolHeadChainsawTritanium.name
gregtech:gt.meta.toolHeadChainsaw:8756, oredict.toolHeadChainsawDuralumin.name
gregtech:gt.meta.toolHeadChainsaw:8785, oredict.toolHeadChainsawSyrmorite.name
gregtech:gt.meta.toolHeadChainsaw:8786, oredict.toolHeadChainsawOctine.name
gregtech:gt.meta.toolHeadChainsaw:8790, oredict.toolHeadChainsawTrinitanium.name
gregtech:gt.meta.toolHeadChainsaw:8793, oredict.toolHeadChainsawTitaniumIridium.name
gregtech:gt.meta.toolHeadChainsaw:8794, oredict.toolHeadChainsawTitaniumAluminide.name
gregtech:gt.meta.toolHeadChainsaw:9101, oredict.toolHeadChainsawAlmandine.name
gregtech:gt.meta.toolHeadChainsaw:9102, oredict.toolHeadChainsawAndradite.name
gregtech:gt.meta.toolHeadChainsaw:9119, oredict.toolHeadChainsawGrossular.name
gregtech:gt.meta.toolHeadChainsaw:9127, oredict.toolHeadChainsawPyrope.name
gregtech:gt.meta.toolHeadChainsaw:9129, oredict.toolHeadChainsawSpessartine.name
gregtech:gt.meta.toolHeadChainsaw:9135, oredict.toolHeadChainsawUvarovite.name
gregtech:gt.meta.toolHeadChainsaw:9175, oredict.toolHeadChainsawGraphene.name
gregtech:gt.meta.toolHeadChainsaw:13004, oredict.toolHeadChainsawChemicalY2.name
gregtech:gt.meta.toolHeadChainsaw:13006, oredict.toolHeadChainsawChemicalY4.name
gregtech:gt.meta.toolHeadChainsaw:13007, oredict.toolHeadChainsawChemicalY5.name
gregtech:gt.meta.toolHeadChainsaw:13008, oredict.toolHeadChainsawChemicalY6.name
gregtech:gt.meta.toolHeadChainsaw:13009, oredict.toolHeadChainsawChemicalY7.name
gregtech:gt.meta.toolHeadChainsaw:13010, oredict.toolHeadChainsawChemicalY8.name
gregtech:gt.meta.toolHeadChainsaw:13011, oredict.toolHeadChainsawChemicalY9.name
gregtech:gt.meta.toolHeadChainsaw:13012, oredict.toolHeadChainsawChemicalY10.name
gregtech:gt.meta.toolHeadChainsaw:13013, oredict.toolHeadChainsawRedCY11.name
gregtech:gt.meta.toolHeadChainsaw:13014, oredict.toolHeadChainsawOrangeCY11.name
gregtech:gt.meta.toolHeadChainsaw:13015, oredict.toolHeadChainsawYellowCY11.name
gregtech:gt.meta.toolHeadChainsaw:13016, oredict.toolHeadChainsawGreenCY11.name
gregtech:gt.meta.toolHeadChainsaw:13017, oredict.toolHeadChainsawBlueCY11.name
gregtech:gt.meta.toolHeadChainsaw:13018, oredict.toolHeadChainsawPurpleCY11.name
gregtech:gt.meta.toolHeadChainsaw:13019, oredict.toolHeadChainsawPinkCY11.name
gregtech:gt.meta.toolHeadChainsaw:13020, oredict.toolHeadChainsawWhiteCY11.name
gregtech:gt.meta.toolHeadWrench:40, oredict.toolHeadWrenchBeryllium.name
gregtech:gt.meta.toolHeadWrench:130, oredict.toolHeadWrenchAluminium.name
gregtech:gt.meta.toolHeadWrench:220, oredict.toolHeadWrenchTitanium.name
gregtech:gt.meta.toolHeadWrench:240, oredict.toolHeadWrenchChromium.name
gregtech:gt.meta.toolHeadWrench:250, oredict.toolHeadWrenchManganese.name
gregtech:gt.meta.toolHeadWrench:260, oredict.toolHeadWrenchIron.name
gregtech:gt.meta.toolHeadWrench:270, oredict.toolHeadWrenchCobalt.name
gregtech:gt.meta.toolHeadWrench:278, oredict.toolHeadWrenchCobalt60.name
gregtech:gt.meta.toolHeadWrench:280, oredict.toolHeadWrenchNickel.name
gregtech:gt.meta.toolHeadWrench:290, oredict.toolHeadWrenchCopper.name
gregtech:gt.meta.toolHeadWrench:400, oredict.toolHeadWrenchZirconium.name
gregtech:gt.meta.toolHeadWrench:420, oredict.toolHeadWrenchMolybdenum.name
gregtech:gt.meta.toolHeadWrench:460, oredict.toolHeadWrenchPalladium.name
gregtech:gt.meta.toolHeadWrench:470, oredict.toolHeadWrenchSilver.name
gregtech:gt.meta.toolHeadWrench:600, oredict.toolHeadWrenchNeodymium.name
gregtech:gt.meta.toolHeadWrench:740, oredict.toolHeadWrenchTungsten.name
gregtech:gt.meta.toolHeadWrench:760, oredict.toolHeadWrenchOsmiumElemental.name
gregtech:gt.meta.toolHeadWrench:770, oredict.toolHeadWrenchIridium.name
gregtech:gt.meta.toolHeadWrench:780, oredict.toolHeadWrenchPlatinum.name
gregtech:gt.meta.toolHeadWrench:790, oredict.toolHeadWrenchGold.name
gregtech:gt.meta.toolHeadWrench:820, oredict.toolHeadWrenchLead.name
gregtech:gt.meta.toolHeadWrench:830, oredict.toolHeadWrenchBismuth.name
gregtech:gt.meta.toolHeadWrench:900, oredict.toolHeadWrenchThorium.name
gregtech:gt.meta.toolHeadWrench:920, oredict.toolHeadWrenchUranium.name
gregtech:gt.meta.toolHeadWrench:921, oredict.toolHeadWrenchUranium235.name
gregtech:gt.meta.toolHeadWrench:940, oredict.toolHeadWrenchPlutonium.name
gregtech:gt.meta.toolHeadWrench:943, oredict.toolHeadWrenchPlutonium241.name
gregtech:gt.meta.toolHeadWrench:945, oredict.toolHeadWrenchPlutonium243.name
gregtech:gt.meta.toolHeadWrench:950, oredict.toolHeadWrenchAmericium.name
gregtech:gt.meta.toolHeadWrench:951, oredict.toolHeadWrenchAmericium241.name
gregtech:gt.meta.toolHeadWrench:1260, oredict.toolHeadWrenchTrinium.name
gregtech:gt.meta.toolHeadWrench:1740, oredict.toolHeadWrenchNaquadah.name
gregtech:gt.meta.toolHeadWrench:1741, oredict.toolHeadWrenchNaquadahEnriched.name
gregtech:gt.meta.toolHeadWrench:1742, oredict.toolHeadWrenchNaquadria.name
gregtech:gt.meta.toolHeadWrench:8003, oredict.toolHeadWrenchCarborundum.name
gregtech:gt.meta.toolHeadWrench:8285, oredict.toolHeadWrenchValonite.name
gregtech:gt.meta.toolHeadWrench:8300, oredict.toolHeadWrenchDiamond.name
gregtech:gt.meta.toolHeadWrench:8301, oredict.toolHeadWrenchEmerald.name
gregtech:gt.meta.toolHeadWrench:8302, oredict.toolHeadWrenchRuby.name
gregtech:gt.meta.toolHeadWrench:8303, oredict.toolHeadWrenchBalasRuby.name
gregtech:gt.meta.toolHeadWrench:8304, oredict.toolHeadWrenchSapphire.name
gregtech:gt.meta.toolHeadWrench:8305, oredict.toolHeadWrenchGreenSapphire.name
gregtech:gt.meta.toolHeadWrench:8306, oredict.toolHeadWrenchTopaz.name
gregtech:gt.meta.toolHeadWrench:8307, oredict.toolHeadWrenchBlueTopaz.name
gregtech:gt.meta.toolHeadWrench:8308, oredict.toolHeadWrenchTanzanite.name
gregtech:gt.meta.toolHeadWrench:8309, oredict.toolHeadWrenchJasper.name
gregtech:gt.meta.toolHeadWrench:8310, oredict.toolHeadWrenchAmber.name
gregtech:gt.meta.toolHeadWrench:8311, oredict.toolHeadWrenchOlivine.name
gregtech:gt.meta.toolHeadWrench:8312, oredict.toolHeadWrenchOpal.name
gregtech:gt.meta.toolHeadWrench:8313, oredict.toolHeadWrenchAmethyst.name
gregtech:gt.meta.toolHeadWrench:8314, oredict.toolHeadWrenchOrangeSapphire.name
gregtech:gt.meta.toolHeadWrench:8315, oredict.toolHeadWrenchYellowSapphire.name
gregtech:gt.meta.toolHeadWrench:8318, oredict.toolHeadWrenchEnderPearl.name
gregtech:gt.meta.toolHeadWrench:8319, oredict.toolHeadWrenchEnderEye.name
gregtech:gt.meta.toolHeadWrench:8320, oredict.toolHeadWrenchNetherStar.name
gregtech:gt.meta.toolHeadWrench:8321, oredict.toolHeadWrenchJade.name
gregtech:gt.meta.toolHeadWrench:8322, oredict.toolHeadWrenchCraponite.name
gregtech:gt.meta.toolHeadWrench:8323, oredict.toolHeadWrenchAquamarine.name
gregtech:gt.meta.toolHeadWrench:8324, oredict.toolHeadWrenchMorganite.name
gregtech:gt.meta.toolHeadWrench:8325, oredict.toolHeadWrenchDioptase.name
gregtech:gt.meta.toolHeadWrench:8326, oredict.toolHeadWrenchSpinel.name
gregtech:gt.meta.toolHeadWrench:8328, oredict.toolHeadWrenchBlueSapphire.name
gregtech:gt.meta.toolHeadWrench:8342, oredict.toolHeadWrenchFirestone.name
gregtech:gt.meta.toolHeadWrench:8352, oredict.toolHeadWrenchInfusedAir.name
gregtech:gt.meta.toolHeadWrench:8353, oredict.toolHeadWrenchInfusedFire.name
gregtech:gt.meta.toolHeadWrench:8354, oredict.toolHeadWrenchInfusedEarth.name
gregtech:gt.meta.toolHeadWrench:8355, oredict.toolHeadWrenchInfusedWater.name
gregtech:gt.meta.toolHeadWrench:8356, oredict.toolHeadWrenchInfusedEntropy.name
gregtech:gt.meta.toolHeadWrench:8357, oredict.toolHeadWrenchInfusedOrder.name
gregtech:gt.meta.toolHeadWrench:8383, oredict.toolHeadWrenchPurpleSapphire.name
gregtech:gt.meta.toolHeadWrench:8384, oredict.toolHeadWrenchHeliodor.name
gregtech:gt.meta.toolHeadWrench:8385, oredict.toolHeadWrenchGoshenite.name
gregtech:gt.meta.toolHeadWrench:8386, oredict.toolHeadWrenchBixbite.name
gregtech:gt.meta.toolHeadWrench:8387, oredict.toolHeadWrenchMaxixe.name
gregtech:gt.meta.toolHeadWrench:8388, oredict.toolHeadWrenchAlexandrite.name
gregtech:gt.meta.toolHeadWrench:8600, oredict.toolHeadWrenchElectrum.name
gregtech:gt.meta.toolHeadWrench:8601, oredict.toolHeadWrenchSterlingSilver.name
gregtech:gt.meta.toolHeadWrench:8602, oredict.toolHeadWrenchRoseGold.name
gregtech:gt.meta.toolHeadWrench:8603, oredict.toolHeadWrenchAngmallen.name
gregtech:gt.meta.toolHeadWrench:8606, oredict.toolHeadWrenchGildedIron.name
gregtech:gt.meta.toolHeadWrench:8610, oredict.toolHeadWrenchBronze.name
gregtech:gt.meta.toolHeadWrench:8611, oredict.toolHeadWrenchBlackBronze.name
gregtech:gt.meta.toolHeadWrench:8612, oredict.toolHeadWrenchBismuthBronze.name
gregtech:gt.meta.toolHeadWrench:8613, oredict.toolHeadWrenchHepatizon.name
gregtech:gt.meta.toolHeadWrench:8620, oredict.toolHeadWrenchBrass.name
gregtech:gt.meta.toolHeadWrench:8621, oredict.toolHeadWrenchCobaltBrass.name
gregtech:gt.meta.toolHeadWrench:8630, oredict.toolHeadWrenchSteel.name
gregtech:gt.meta.toolHeadWrench:8631, oredict.toolHeadWrenchBlackSteel.name
gregtech:gt.meta.toolHeadWrench:8632, oredict.toolHeadWrenchRedSteel.name
gregtech:gt.meta.toolHeadWrench:8633, oredict.toolHeadWrenchBlueSteel.name
gregtech:gt.meta.toolHeadWrench:8634, oredict.toolHeadWrenchDamascusSteel.name
gregtech:gt.meta.toolHeadWrench:8635, oredict.toolHeadWrenchTungstensteel.name
gregtech:gt.meta.toolHeadWrench:8636, oredict.toolHeadWrenchStainlessSteel.name
gregtech:gt.meta.toolHeadWrench:8638, oredict.toolHeadWrenchTungstenCarbide.name
gregtech:gt.meta.toolHeadWrench:8640, oredict.toolHeadWrenchAnnealedCopper.name
gregtech:gt.meta.toolHeadWrench:8642, oredict.toolHeadWrenchPigIron.name
gregtech:gt.meta.toolHeadWrench:8643, oredict.toolHeadWrenchWroughtIron.name
gregtech:gt.meta.toolHeadWrench:8644, oredict.toolHeadWrenchIronCompressed.name
gregtech:gt.meta.toolHeadWrench:8645, oredict.toolHeadWrenchIronMagnetic.name
gregtech:gt.meta.toolHeadWrench:8646, oredict.toolHeadWrenchSteelMagnetic.name
gregtech:gt.meta.toolHeadWrench:8647, oredict.toolHeadWrenchNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadWrench:8649, oredict.toolHeadWrenchMeteoricIron.name
gregtech:gt.meta.toolHeadWrench:8650, oredict.toolHeadWrenchMeteoricSteel.name
gregtech:gt.meta.toolHeadWrench:8651, oredict.toolHeadWrenchSteelGalvanized.name
gregtech:gt.meta.toolHeadWrench:8653, oredict.toolHeadWrenchVanadiumSteel.name
gregtech:gt.meta.toolHeadWrench:8661, oredict.toolHeadWrenchInvar.name
gregtech:gt.meta.toolHeadWrench:8662, oredict.toolHeadWrenchConstantan.name
gregtech:gt.meta.toolHeadWrench:8663, oredict.toolHeadWrenchNichrome.name
gregtech:gt.meta.toolHeadWrench:8664, oredict.toolHeadWrenchKanthal.name
gregtech:gt.meta.toolHeadWrench:8665, oredict.toolHeadWrenchMagnalium.name
gregtech:gt.meta.toolHeadWrench:8666, oredict.toolHeadWrenchUltimet.name
gregtech:gt.meta.toolHeadWrench:8667, oredict.toolHeadWrenchTinAlloy.name
gregtech:gt.meta.toolHeadWrench:8672, oredict.toolHeadWrenchIronWood.name
gregtech:gt.meta.toolHeadWrench:8673, oredict.toolHeadWrenchSteeleaf.name
gregtech:gt.meta.toolHeadWrench:8676, oredict.toolHeadWrenchAstralSilver.name
gregtech:gt.meta.toolHeadWrench:8677, oredict.toolHeadWrenchMidasium.name
gregtech:gt.meta.toolHeadWrench:8678, oredict.toolHeadWrenchMithril.name
gregtech:gt.meta.toolHeadWrench:8679, oredict.toolHeadWrenchThaumium.name
gregtech:gt.meta.toolHeadWrench:8681, oredict.toolHeadWrenchVoidMetal.name
gregtech:gt.meta.toolHeadWrench:8682, oredict.toolHeadWrenchOsmiridium.name
gregtech:gt.meta.toolHeadWrench:8684, oredict.toolHeadWrenchTrinaquadalloy.name
gregtech:gt.meta.toolHeadWrench:8685, oredict.toolHeadWrenchChromiumDioxide.name
gregtech:gt.meta.toolHeadWrench:8700, oredict.toolHeadWrenchAluminiumBrass.name
gregtech:gt.meta.toolHeadWrench:8702, oredict.toolHeadWrenchAlumite.name
gregtech:gt.meta.toolHeadWrench:8710, oredict.toolHeadWrenchEnderium.name
gregtech:gt.meta.toolHeadWrench:8711, oredict.toolHeadWrenchElectrumFlux.name
gregtech:gt.meta.toolHeadWrench:8725, oredict.toolHeadWrenchPulsatingIron.name
gregtech:gt.meta.toolHeadWrench:8726, oredict.toolHeadWrenchVibrantAlloy.name
gregtech:gt.meta.toolHeadWrench:8727, oredict.toolHeadWrenchConductiveIron.name
gregtech:gt.meta.toolHeadWrench:8728, oredict.toolHeadWrenchEnergeticAlloy.name
gregtech:gt.meta.toolHeadWrench:8730, oredict.toolHeadWrenchElectricalSteel.name
gregtech:gt.meta.toolHeadWrench:8731, oredict.toolHeadWrenchObsidianSteel.name
gregtech:gt.meta.toolHeadWrench:8732, oredict.toolHeadWrenchSoularium.name
gregtech:gt.meta.toolHeadWrench:8734, oredict.toolHeadWrenchSpectreIron.name
gregtech:gt.meta.toolHeadWrench:8735, oredict.toolHeadWrenchGaiaSpirit.name
gregtech:gt.meta.toolHeadWrench:8736, oredict.toolHeadWrenchEndium.name
gregtech:gt.meta.toolHeadWrench:8750, oredict.toolHeadWrenchDesh.name
gregtech:gt.meta.toolHeadWrench:8751, oredict.toolHeadWrenchDuranium.name
gregtech:gt.meta.toolHeadWrench:8752, oredict.toolHeadWrenchTritanium.name
gregtech:gt.meta.toolHeadWrench:8756, oredict.toolHeadWrenchDuralumin.name
gregtech:gt.meta.toolHeadWrench:8785, oredict.toolHeadWrenchSyrmorite.name
gregtech:gt.meta.toolHeadWrench:8786, oredict.toolHeadWrenchOctine.name
gregtech:gt.meta.toolHeadWrench:8790, oredict.toolHeadWrenchTrinitanium.name
gregtech:gt.meta.toolHeadWrench:8793, oredict.toolHeadWrenchTitaniumIridium.name
gregtech:gt.meta.toolHeadWrench:8794, oredict.toolHeadWrenchTitaniumAluminide.name
gregtech:gt.meta.toolHeadWrench:9101, oredict.toolHeadWrenchAlmandine.name
gregtech:gt.meta.toolHeadWrench:9102, oredict.toolHeadWrenchAndradite.name
gregtech:gt.meta.toolHeadWrench:9119, oredict.toolHeadWrenchGrossular.name
gregtech:gt.meta.toolHeadWrench:9127, oredict.toolHeadWrenchPyrope.name
gregtech:gt.meta.toolHeadWrench:9129, oredict.toolHeadWrenchSpessartine.name
gregtech:gt.meta.toolHeadWrench:9135, oredict.toolHeadWrenchUvarovite.name
gregtech:gt.meta.toolHeadWrench:9175, oredict.toolHeadWrenchGraphene.name
gregtech:gt.meta.toolHeadWrench:13004, oredict.toolHeadWrenchChemicalY2.name
gregtech:gt.meta.toolHeadWrench:13006, oredict.toolHeadWrenchChemicalY4.name
gregtech:gt.meta.toolHeadWrench:13007, oredict.toolHeadWrenchChemicalY5.name
gregtech:gt.meta.toolHeadWrench:13008, oredict.toolHeadWrenchChemicalY6.name
gregtech:gt.meta.toolHeadWrench:13009, oredict.toolHeadWrenchChemicalY7.name
gregtech:gt.meta.toolHeadWrench:13010, oredict.toolHeadWrenchChemicalY8.name
gregtech:gt.meta.toolHeadWrench:13011, oredict.toolHeadWrenchChemicalY9.name
gregtech:gt.meta.toolHeadWrench:13012, oredict.toolHeadWrenchChemicalY10.name
gregtech:gt.meta.toolHeadWrench:13013, oredict.toolHeadWrenchRedCY11.name
gregtech:gt.meta.toolHeadWrench:13014, oredict.toolHeadWrenchOrangeCY11.name
gregtech:gt.meta.toolHeadWrench:13015, oredict.toolHeadWrenchYellowCY11.name
gregtech:gt.meta.toolHeadWrench:13016, oredict.toolHeadWrenchGreenCY11.name
gregtech:gt.meta.toolHeadWrench:13017, oredict.toolHeadWrenchBlueCY11.name
gregtech:gt.meta.toolHeadWrench:13018, oredict.toolHeadWrenchPurpleCY11.name
gregtech:gt.meta.toolHeadWrench:13019, oredict.toolHeadWrenchPinkCY11.name
gregtech:gt.meta.toolHeadWrench:13020, oredict.toolHeadWrenchWhiteCY11.name
gregtech:gt.meta.toolHeadScrewdriver:40, oredict.toolHeadScrewdriverBeryllium.name
gregtech:gt.meta.toolHeadScrewdriver:130, oredict.toolHeadScrewdriverAluminium.name
gregtech:gt.meta.toolHeadScrewdriver:220, oredict.toolHeadScrewdriverTitanium.name
gregtech:gt.meta.toolHeadScrewdriver:240, oredict.toolHeadScrewdriverChromium.name
gregtech:gt.meta.toolHeadScrewdriver:250, oredict.toolHeadScrewdriverManganese.name
gregtech:gt.meta.toolHeadScrewdriver:260, oredict.toolHeadScrewdriverIron.name
gregtech:gt.meta.toolHeadScrewdriver:270, oredict.toolHeadScrewdriverCobalt.name
gregtech:gt.meta.toolHeadScrewdriver:278, oredict.toolHeadScrewdriverCobalt60.name
gregtech:gt.meta.toolHeadScrewdriver:280, oredict.toolHeadScrewdriverNickel.name
